empid|flightrisk|currentsalary|joblevel|yearseducation|travelamt|gender
27636|low|51631|3|13|40|Male
27637|low|52221|3|14|30|Female
27638|low|49802|4|12|60|Female
27639|low|57649|6|13|70|Male
27640|low|59291|3|13|20|Male
27641|low|56828|6|13|60|Female
27642|low|53419|3|13|50|Female
27643|low|53062|6|13|70|Male
27644|low|50823|3|12|30|Female
27645|low|54575|3|14|30|Male
27646|high|48486|5|12|80|Female
27647|high|49138|4|13|40|Female
27648|high|45057|3|13|40|Female
27649|high|46518|3|13|70|Female
27650|low|50997|4|13|90|Male
27651|low|50280|3|14|90|Male
27652|low|48845|6|12|100|Female
27653|low|52845|3|12|70|Female
27654|low|55341|3|12|70|Female
27655|high|45064|6|12|30|Female
27656|high|79432|7|17|60|Male
27657|high|81989|7|18|40|Male
27658|high|82739|6|19|50|Male
27659|high|66795|6|20|90|Female
27660|high|75102|5|19|30|Male
27661|high|73314|5|17|40|Female
27662|high|86765|5|20|70|Male
27663|high|61184|5|16|10|Female
27664|high|87656|7|16|20|Female
27665|high|77203|5|17|50|Male
27666|high|63714|6|18|90|Male
27667|high|73443|6|18|90|Female
27668|high|89568|6|19|30|Female
27669|high|65943|5|16|60|Female
27670|high|84605|7|16|70|Male
27671|high|64317|6|20|60|Male
27672|high|80645|6|17|10|Male
27673|high|67147|6|20|80|Male
27674|high|71265|7|16|50|Male
27675|high|81247|5|16|70|Male
27676|high|68343|7|18|20|Male
27677|high|88884|6|16|70|Male
27678|high|64623|5|18|80|Female
27679|high|71670|6|16|80|Female
27680|high|86545|5|19|10|Female
27681|high|62717|6|16|30|Female
27682|high|61246|7|18|40|Female
27683|high|77697|6|16|10|Male
27684|high|76048|5|19|30|Male
27685|high|65132|7|16|10|Female
27686|high|79523|7|17|80|Female
27687|high|68035|7|20|30|Female
27688|high|70429|7|18|20|Male
27689|high|72137|6|18|70|Male
27690|high|68979|7|17|80|Female
27691|high|82972|7|19|90|Female
27692|high|63184|5|18|60|Female
27693|high|62402|6|18|50|Female
27694|high|88418|5|17|80|Female
27695|high|84041|7|20|50|Female
27696|high|88883|7|19|20|Female
27697|high|69726|6|19|20|Female
27698|high|79061|7|18|100|Male
27699|high|64387|7|20|90|Female
27700|high|68194|6|18|30|Male
27701|high|68797|7|19|20|Male
27702|high|61559|7|17|30|Female
27703|high|84089|6|17|100|Male
27704|high|63231|5|17|90|Female
27705|high|76726|6|17|80|Female
27706|medium|64946|3|14|40|Female
27707|medium|67368|3|15|50|Female
27708|medium|64953|4|14|10|Female
27709|medium|64683|3|14|50|Female
27710|medium|57441|2|14|100|Female
27711|medium|57440|1|14|70|Female
27712|medium|64301|1|15|70|Female
27713|medium|56903|3|14|0|Female
27714|medium|64561|2|16|40|Female
27715|medium|67360|4|14|30|Female
27716|medium|58966|2|15|40|Female
27717|medium|66736|2|14|60|Female
27718|medium|62514|2|15|40|Female
27719|medium|66651|1|14|20|Female
27720|medium|68479|1|16|60|Female
27721|medium|63461|2|16|70|Female
27722|medium|59513|3|14|10|Female
27723|medium|67037|2|15|10|Female
27724|medium|60307|2|15|30|Female
27725|medium|63036|4|14|0|Female
27726|medium|63218|3|16|30|Female
27727|medium|65120|1|15|90|Female
27728|medium|68938|4|15|50|Female
27729|medium|62471|1|14|50|Female
27730|medium|67491|3|15|90|Female
27731|medium|55361|2|15|40|Female
27732|medium|66077|3|15|70|Female
27733|medium|69458|4|15|20|Female
27734|medium|55895|1|14|70|Female
27735|medium|61430|1|14|70|Female
27736|medium|62656|4|14|80|Female
27737|medium|58161|2|15|30|Female
27738|medium|65436|2|16|90|Female
27739|medium|57095|4|15|90|Female
27740|medium|61008|4|14|80|Female
27741|medium|62785|2|15|10|Female
27742|medium|63152|2|14|10|Female
27743|medium|66502|3|15|10|Female
27744|medium|61324|4|16|60|Female
27745|medium|66130|2|14|50|Female
27746|medium|57450|4|16|50|Female
27747|medium|62855|1|16|40|Female
27748|medium|69197|4|14|10|Female
27749|medium|67986|3|16|80|Female
27750|medium|56079|1|16|0|Female
27751|medium|67584|3|16|90|Female
27752|medium|66842|4|14|10|Female
27753|medium|64471|1|15|40|Female
27754|medium|68874|3|16|70|Female
27755|medium|68442|3|14|80|Female
27756|low|57908|5|13|70|Male
27757|low|53940|3|13|40|Female
27758|low|52766|5|12|50|Female
27759|low|58253|3|14|30|Male
27760|low|50217|4|13|40|Female
27761|low|76032|4|12|90|Male
27762|low|58482|4|13|40|Male
27763|low|48478|4|13|100|Male
27764|low|57386|3|13|100|Female
27765|low|51807|6|14|80|Female
27766|low|45174|3|14|90|Male
27767|low|53869|3|14|90|Female
27768|low|51877|5|14|10|Male
27769|low|55162|3|13|30|Male
27770|low|58102|6|14|30|Male
27771|low|58967|5|14|60|Male
27772|low|54664|4|14|30|Male
27773|low|58517|4|14|50|Female
27774|low|77017|4|12|40|Female
27775|low|58827|5|14|90|Male
27776|low|53911|4|13|80|Female
27777|low|57786|3|12|40|Male
27778|low|45659|3|12|70|Female
27779|low|58382|4|12|50|Female
27780|low|56390|4|12|0|Male
27781|low|57166|5|13|70|Female
27782|low|51798|6|12|80|Female
27783|low|46886|6|14|0|Female
27784|low|45819|5|14|40|Female
27785|low|59535|4|14|100|Female
27786|low|53635|5|14|60|Male
27787|low|58214|6|12|80|Male
27788|high|49184|5|14|0|Male
27789|low|57363|6|14|30|Male
27790|low|54353|4|13|80|Female
27791|low|57967|5|13|90|Female
27792|low|50929|6|14|70|Male
27793|low|51594|3|12|70|Female
27794|low|75244|3|14|60|Female
27795|low|59565|5|12|80|Female
27796|low|49369|5|12|70|Female
27797|low|53054|3|13|50|Male
27798|low|59281|5|12|90|Male
27799|low|45206|6|14|40|Male
27800|low|49202|6|12|90|Male
27801|low|57505|3|13|20|Female
27802|low|53481|3|13|40|Male
27803|low|59182|6|13|100|Male
27804|low|51642|3|14|60|Male
27805|low|55918|3|14|40|Female
27806|high|77332|7|20|40|Female
27807|high|84700|5|17|40|Female
27808|high|68204|5|17|80|Female
27809|high|86836|7|18|70|Female
27810|high|71999|5|20|60|Female
27811|high|81677|5|19|100|Female
27812|high|63823|5|18|90|Female
27813|high|63940|7|20|10|Female
27814|high|88552|5|17|50|Female
27815|high|76176|7|16|10|Female
27816|high|86911|7|16|10|Female
27817|high|73564|7|20|10|Male
27818|high|77248|6|20|90|Male
27819|high|76881|6|20|90|Male
27820|high|67258|7|18|0|Female
27821|high|64498|6|17|40|Female
27822|high|72823|5|17|40|Male
27823|high|77526|6|19|60|Female
27824|high|86834|5|18|70|Female
27825|high|84208|5|16|30|Male
27826|high|71105|5|17|90|Female
27827|high|61075|7|17|10|Male
27828|high|60405|7|18|100|Female
27829|high|64299|5|19|40|Male
27830|high|61734|6|18|30|Male
27831|high|72902|5|19|40|Female
27832|high|85528|5|17|60|Female
27833|high|85613|7|20|20|Male
27834|high|66553|5|19|60|Female
27835|high|68195|5|18|30|Male
27836|high|77124|6|17|80|Female
27837|high|65476|7|16|40|Male
27838|high|83057|5|20|70|Male
27839|high|88873|5|17|100|Male
27840|high|88186|7|20|60|Male
27841|high|63176|5|18|40|Female
27842|high|89328|5|19|60|Female
27843|high|72701|6|17|10|Female
27844|high|63697|6|17|90|Female
27845|high|63421|6|20|90|Female
27846|high|84488|5|19|10|Female
27847|high|76586|7|20|70|Female
27848|high|61413|7|18|80|Female
27849|high|83345|6|18|10|Female
27850|high|84163|6|17|80|Male
27851|high|71908|6|19|80|Male
27852|high|82472|7|20|90|Female
27853|high|64026|5|20|40|Female
27854|high|75296|5|16|30|Female
27855|high|85917|6|18|80|Female
27856|medium|62623|2|15|80|Female
27857|medium|69766|1|15|60|Female
27858|medium|61384|3|15|30|Female
27859|medium|66621|2|15|50|Female
27860|medium|66344|3|16|40|Female
27861|medium|58040|1|16|40|Female
27862|medium|66551|2|14|90|Female
27863|medium|57399|4|16|30|Female
27864|medium|57768|2|16|0|Female
27865|medium|56112|2|16|20|Female
27866|medium|68065|4|16|60|Female
27867|medium|59005|4|15|80|Female
27868|medium|61747|3|15|10|Female
27869|medium|68041|1|15|60|Female
27870|medium|69320|4|16|60|Female
27871|medium|56728|1|16|10|Female
27872|medium|61842|4|16|10|Female
27873|medium|55932|2|14|10|Female
27874|medium|64298|3|15|50|Female
27875|medium|66626|1|15|30|Female
27876|medium|61782|4|16|40|Female
27877|medium|60181|2|16|20|Female
27878|medium|64104|4|16|40|Female
27879|medium|64781|2|16|90|Female
27880|medium|63283|3|14|40|Female
27881|medium|60933|1|16|30|Female
27882|medium|56159|4|15|70|Female
27883|medium|63278|2|14|20|Female
27884|medium|66253|2|15|0|Female
27885|medium|58336|1|14|40|Female
27886|medium|55775|1|15|0|Female
27887|medium|65070|4|15|60|Female
27888|medium|65383|1|16|0|Female
27889|medium|66645|3|15|50|Female
27890|medium|62072|3|16|50|Female
27891|medium|62989|4|14|40|Female
27892|medium|65341|2|14|30|Female
27893|medium|63013|4|14|40|Female
27894|medium|66869|3|14|20|Female
27895|medium|62113|3|14|0|Female
27896|medium|63965|4|16|80|Female
27897|medium|65409|2|14|80|Female
27898|medium|66254|3|15|60|Female
27899|medium|65650|1|15|0|Female
27900|medium|65869|4|15|80|Female
27901|medium|66322|1|16|80|Female
27902|medium|57541|4|15|10|Female
27903|medium|64559|1|14|40|Female
27904|medium|61642|2|14|60|Female
27905|medium|59094|1|15|30|Female
27906|low|49330|6|14|60|Female
27907|low|53798|6|13|40|Male
27908|low|57405|5|13|10|Male
27909|low|46063|6|13|10|Female
27910|low|58920|3|14|90|Female
27911|low|50297|4|14|80|Male
27912|low|49750|5|14|20|Male
27913|low|45692|4|12|70|Female
27914|low|45224|3|12|10|Female
27915|low|45249|4|13|60|Male
27916|low|56707|5|14|50|Male
27917|low|75264|3|13|70|Male
27918|low|73908|6|14|30|Female
27919|low|76933|5|14|100|Female
27920|low|75209|6|12|90|Female
27921|low|48135|4|12|60|Female
27922|low|56854|3|12|60|Female
27923|low|54654|5|14|90|Female
27924|low|50941|5|13|60|Male
27925|low|45378|5|13|80|Male
27926|low|55269|4|12|100|Female
27927|low|55951|5|14|60|Male
27928|low|59918|3|13|30|Female
27929|low|45935|6|14|50|Male
27930|low|55622|5|12|20|Male
27931|low|48907|6|14|70|Female
27932|low|56453|3|12|50|Male
27933|low|46734|3|14|90|Male
27934|low|46885|5|14|10|Female
27935|low|48021|6|12|70|Male
27936|low|56274|4|13|20|Female
27937|low|53823|3|13|20|Male
27938|low|55328|4|12|30|Male
27939|high|46432|3|12|20|Female
27940|low|52261|3|13|60|Male
27941|low|49385|4|13|10|Female
27942|low|51126|3|14|30|Female
27943|low|47058|4|12|80|Male
27944|low|50117|3|13|90|Male
27945|low|57867|5|13|30|Female
27946|low|57885|4|13|80|Female
27947|low|54477|6|12|90|Male
27948|low|59339|6|13|50|Male
27949|low|47296|3|14|20|Female
27950|low|46931|4|13|100|Female
27951|low|46210|5|12|70|Female
27952|low|51488|6|12|100|Female
27953|low|55674|6|13|70|Male
27954|low|50362|6|12|100|Female
27955|low|49399|3|14|10|Male
27956|high|85848|6|18|80|Female
27957|high|79901|7|17|80|Female
27958|high|63113|5|18|20|Female
27959|high|69625|5|20|70|Male
27960|high|83574|7|16|10|Male
27961|high|82597|6|16|90|Male
27962|high|73147|5|20|50|Female
27963|high|74832|7|16|70|Female
27964|high|78204|5|16|80|Female
27965|high|71779|5|17|10|Female
27966|high|65198|7|18|40|Male
27967|high|70129|7|18|100|Female
27968|high|84144|5|16|0|Female
27969|high|80258|5|18|30|Male
27970|high|78139|5|20|30|Male
27971|high|67848|7|17|70|Female
27972|high|65126|5|19|80|Female
27973|high|61194|5|20|70|Female
27974|high|82549|6|18|100|Female
27975|high|77239|5|19|0|Male
27976|high|60493|7|20|30|Female
27977|high|87305|6|18|10|Female
27978|high|77898|5|20|60|Female
27979|high|88857|6|18|30|Female
27980|high|89384|7|19|90|Male
27981|high|77280|7|18|80|Female
27982|high|69247|6|17|50|Male
27983|high|73523|6|20|10|Male
27984|high|86898|7|17|100|Female
27985|high|70624|7|17|60|Female
27986|high|62152|6|18|70|Male
27987|high|68858|5|20|50|Female
27988|high|89172|7|17|60|Female
27989|high|68561|6|19|10|Male
27990|high|63827|6|16|70|Male
27991|high|83746|5|20|90|Female
27992|high|66315|5|19|70|Male
27993|high|77164|6|20|70|Male
27994|high|66641|6|19|30|Female
27995|high|72578|7|16|20|Female
27996|high|67677|5|17|0|Female
27997|high|66326|7|20|100|Female
27998|high|79430|5|18|70|Male
27999|high|77905|7|20|80|Male
28000|high|64429|5|18|50|Male
28001|high|89873|6|20|60|Female
28002|high|71782|5|19|70|Female
28003|high|82948|7|18|100|Female
28004|high|64101|6|18|10|Male
28005|high|67001|5|19|50|Female
28006|medium|65997|3|15|70|Female
28007|medium|69226|3|15|90|Female
28008|medium|63710|4|15|0|Female
28009|medium|68581|2|16|100|Female
28010|medium|65156|1|14|70|Female
28011|medium|66640|4|16|20|Female
28012|medium|60356|1|15|30|Female
28013|medium|55078|2|15|100|Female
28014|medium|56056|3|14|70|Female
28015|medium|64334|3|16|30|Female
28016|medium|66679|3|16|70|Female
28017|medium|63279|3|14|50|Female
28018|medium|61455|3|15|40|Female
28019|medium|58103|4|16|40|Female
28020|medium|63860|4|14|10|Female
28021|medium|64606|4|16|30|Female
28022|medium|55851|4|14|80|Female
28023|medium|62858|3|14|90|Female
28024|medium|64333|3|14|50|Female
28025|medium|69177|1|16|80|Female
28026|medium|66914|3|14|50|Female
28027|medium|61269|4|16|70|Female
28028|medium|56858|3|15|10|Female
28029|medium|61973|4|16|30|Female
28030|medium|59272|2|14|70|Female
28031|medium|69878|1|16|70|Female
28032|medium|63729|4|15|10|Female
28033|medium|60400|3|14|70|Female
28034|medium|69083|2|14|80|Female
28035|medium|65648|3|16|70|Female
28036|medium|65078|4|15|40|Female
28037|medium|57352|2|15|50|Female
28038|medium|58080|4|14|90|Female
28039|medium|68744|2|14|80|Female
28040|medium|65056|4|15|80|Female
28041|medium|62483|3|14|40|Female
28042|medium|63900|4|15|30|Female
28043|medium|68199|2|14|80|Female
28044|medium|57152|2|15|50|Female
28045|medium|60345|3|14|0|Female
28046|medium|66818|2|14|80|Female
28047|medium|55130|1|16|30|Female
28048|medium|55043|2|16|20|Female
28049|medium|64957|1|15|60|Female
28050|medium|68678|1|16|30|Female
28051|medium|68330|2|15|80|Female
28052|medium|59978|4|15|40|Female
28053|medium|58285|3|16|30|Female
28054|medium|65156|1|15|30|Female
28055|medium|61154|3|14|80|Female
28056|low|49274|5|13|90|Male
28057|low|52501|6|14|60|Female
28058|low|56291|3|14|30|Male
28059|low|57214|3|13|70|Female
28060|low|51891|4|13|30|Female
28061|low|46265|5|14|10|Male
28062|low|56734|5|13|50|Male
28063|low|87417|5|14|70|Male
28064|low|48813|3|13|20|Male
28065|low|59557|3|13|70|Female
28066|low|48578|3|14|60|Male
28067|low|51347|5|13|10|Male
28068|low|46543|6|14|60|Male
28069|low|46814|3|14|10|Male
28070|low|51394|5|12|30|Female
28071|low|59641|4|13|40|Female
28072|low|58123|6|13|30|Male
28073|low|52276|4|14|10|Female
28074|low|55811|5|13|80|Female
28075|low|49250|5|14|100|Male
28076|low|48259|4|12|30|Female
28077|low|45109|3|13|60|Male
28078|low|49422|5|13|60|Female
28079|low|59060|5|13|10|Female
28080|low|87230|3|13|100|Male
28081|low|50143|3|12|20|Female
28082|high|46316|4|14|50|Male
28083|low|57171|3|13|10|Female
28084|low|54342|4|14|50|Female
28085|low|58307|3|14|50|Female
28086|low|51265|6|12|90|Male
28087|low|56446|3|13|40|Female
28088|low|56139|3|14|60|Female
28089|low|59497|3|12|50|Male
28090|low|58781|3|13|20|Female
28091|low|54353|4|13|30|Female
28092|low|59752|5|14|20|Male
28093|low|52954|5|12|90|Male
28094|low|59155|3|13|60|Male
28095|low|46798|3|14|90|Female
28096|high|46428|3|13|40|Male
28097|high|47901|3|14|30|Female
28098|low|55278|4|14|0|Female
28099|low|53501|5|14|10|Male
28100|low|50143|5|13|80|Female
28101|low|56126|5|12|70|Male
28102|low|55552|5|13|20|Male
28103|low|50606|3|14|60|Female
28104|low|58770|4|14|20|Male
28105|high|47580|5|12|70|Male
28106|high|60573|5|20|80|Male
28107|high|89251|6|16|60|Female
28108|high|86968|5|19|50|Female
28109|high|87979|7|16|70|Male
28110|high|89388|6|16|40|Male
28111|high|88081|5|20|80|Female
28112|high|89862|5|19|80|Male
28113|high|85326|6|18|30|Female
28114|high|61373|7|20|40|Female
28115|high|87719|6|19|20|Male
28116|high|72525|6|19|50|Female
28117|high|60990|7|17|10|Female
28118|high|70414|6|19|90|Male
28119|high|77552|5|20|30|Female
28120|high|89789|5|18|80|Female
28121|high|84049|7|19|50|Female
28122|high|64960|7|18|50|Male
28123|high|80424|6|19|10|Male
28124|high|81703|6|19|30|Male
28125|high|70890|5|19|50|Female
28126|high|78297|6|18|30|Male
28127|high|69632|5|16|50|Female
28128|high|89679|6|20|50|Female
28129|high|69991|5|17|10|Male
28130|high|68919|5|20|80|Female
28131|high|65527|5|16|30|Female
28132|high|85464|7|19|70|Male
28133|high|65587|6|16|40|Male
28134|high|70195|7|16|50|Female
28135|high|78465|5|19|60|Male
28136|high|64475|7|17|100|Male
28137|high|64201|6|19|30|Male
28138|high|74546|6|18|70|Male
28139|high|79590|7|19|40|Female
28140|high|70798|6|19|30|Male
28141|high|63542|6|16|40|Female
28142|high|72330|6|18|40|Male
28143|high|65620|7|16|50|Male
28144|high|64945|7|16|70|Female
28145|high|64991|6|16|40|Female
28146|high|65629|6|20|0|Female
28147|high|70073|7|17|20|Male
28148|high|79359|5|18|40|Female
28149|high|68929|6|16|10|Female
28150|high|76052|6|16|20|Female
28151|high|86736|5|20|20|Female
28152|high|81593|5|19|80|Female
28153|high|70450|6|19|60|Female
28154|high|77954|5|20|20|Male
28155|high|66367|6|18|100|Male
28156|medium|64210|2|14|90|Female
28157|medium|65306|4|15|90|Female
28158|medium|57687|1|14|60|Female
28159|medium|58310|3|15|0|Female
28160|medium|56136|4|16|80|Female
28161|medium|66784|2|16|40|Female
28162|medium|59447|4|15|90|Female
28163|medium|63513|1|16|40|Female
28164|medium|60236|2|15|50|Female
28165|medium|57540|3|14|90|Female
28166|medium|56447|4|15|10|Female
28167|medium|63964|1|16|40|Female
28168|medium|64725|3|15|90|Female
28169|medium|63866|2|16|40|Female
28170|medium|67319|1|15|50|Female
28171|medium|66871|4|15|30|Female
28172|medium|57490|4|16|70|Female
28173|medium|62979|1|16|60|Female
28174|medium|65277|2|16|90|Female
28175|medium|69197|1|16|10|Female
28176|medium|57948|3|14|80|Female
28177|medium|59827|4|16|20|Female
28178|medium|63727|2|16|70|Female
28179|medium|67111|3|15|0|Female
28180|medium|64978|2|15|60|Female
28181|medium|68572|2|14|40|Female
28182|medium|57705|3|14|90|Female
28183|medium|69841|4|16|0|Female
28184|medium|67952|3|16|10|Female
28185|medium|60830|2|14|90|Female
28186|medium|65371|1|14|40|Female
28187|medium|57081|2|16|70|Female
28188|medium|59478|2|15|20|Female
28189|medium|57596|1|14|80|Female
28190|medium|61698|3|15|20|Female
28191|medium|69539|4|16|50|Female
28192|medium|63005|1|16|80|Female
28193|medium|55969|4|16|20|Female
28194|medium|68737|3|16|40|Female
28195|medium|56376|4|14|30|Female
28196|medium|64069|1|15|90|Female
28197|medium|63022|4|15|80|Female
28198|medium|55151|2|14|100|Female
28199|medium|56466|1|16|70|Female
28200|medium|62123|3|16|50|Female
28201|medium|66816|4|16|60|Female
28202|medium|65460|2|15|80|Female
28203|medium|62440|3|14|20|Female
28204|medium|58284|3|14|30|Female
28205|medium|65767|1|15|60|Female
28206|low|53021|4|13|60|Female
28207|low|58856|4|14|40|Female
28208|low|58323|4|14|30|Male
28209|low|58006|3|14|100|Female
28210|low|49607|4|12|30|Female
28211|high|46116|6|12|100|Male
28212|low|50432|5|12|90|Male
28213|low|53092|4|14|100|Female
28214|low|45560|3|14|10|Male
28215|low|55415|5|13|90|Female
28216|low|52563|4|13|100|Male
28217|low|46523|5|14|30|Male
28218|low|52883|4|13|70|Female
28219|low|77754|6|13|20|Male
28220|low|76431|3|12|50|Male
28221|high|46863|5|12|10|Female
28222|low|55747|6|12|10|Male
28223|low|52082|4|13|100|Male
28224|low|59073|5|13|20|Female
28225|low|51181|3|13|30|Female
28226|low|49648|4|12|10|Male
28227|low|59925|5|13|50|Female
28228|low|47858|5|14|10|Female
28229|low|48548|5|13|50|Male
28230|low|48594|3|14|80|Male
28231|low|76986|3|13|80|Male
28232|low|76935|4|12|60|Female
28233|low|55013|4|12|60|Female
28234|low|54325|4|12|70|Male
28235|low|50533|6|13|80|Female
28236|low|56932|4|13|60|Male
28237|low|47475|4|13|20|Female
28238|low|53679|5|12|50|Female
28239|low|52347|5|13|20|Female
28240|low|59291|6|13|80|Male
28241|low|79023|6|12|60|Male
28242|low|53851|4|12|0|Female
28243|low|50947|4|12|20|Female
28244|low|55080|5|13|0|Male
28245|low|77973|5|14|80|Female
28246|low|57251|4|14|10|Male
28247|low|73999|3|12|70|Female
28248|low|54305|4|13|50|Male
28249|low|56697|4|12|30|Male
28250|low|74980|6|13|0|Male
28251|low|54785|6|13|30|Male
28252|low|54456|5|14|20|Female
28253|low|56777|5|12|50|Male
28254|low|56079|4|14|20|Male
28255|high|47495|3|12|20|Female
28256|high|86189|6|18|0|Female
28257|high|74180|5|16|60|Female
28258|high|60397|6|19|100|Male
28259|high|79397|7|20|80|Male
28260|high|74168|5|18|60|Female
28261|high|78896|6|18|20|Male
28262|high|80224|6|19|90|Female
28263|high|68620|5|19|40|Female
28264|high|80832|6|19|40|Female
28265|high|77779|5|19|10|Male
28266|high|83007|6|18|80|Female
28267|high|73808|5|18|50|Female
28268|high|79245|5|17|70|Female
28269|high|83882|5|18|90|Female
28270|high|61103|7|18|0|Female
28271|high|88773|7|19|30|Male
28272|high|65092|6|16|40|Female
28273|high|60689|6|17|90|Male
28274|high|62433|6|18|50|Male
28275|high|87613|6|16|80|Male
28276|high|62224|7|19|30|Female
28277|high|65902|5|16|80|Female
28278|high|88849|5|18|40|Female
28279|high|81108|7|20|10|Male
28280|high|70118|6|17|30|Female
28281|high|74090|7|20|20|Female
28282|high|66736|6|19|10|Male
28283|high|81486|7|16|20|Female
28284|high|79411|5|16|30|Male
28285|high|81105|6|20|70|Female
28286|high|63409|6|20|10|Female
28287|high|79173|5|19|70|Male
28288|high|61452|7|19|70|Male
28289|high|88916|7|17|90|Female
28290|high|75380|7|19|80|Female
28291|high|71426|6|16|10|Female
28292|high|65703|7|19|70|Female
28293|high|67564|6|17|20|Female
28294|high|81855|7|19|30|Female
28295|high|75456|6|20|10|Female
28296|high|74288|7|18|50|Female
28297|high|86400|7|20|40|Female
28298|high|78005|5|16|20|Female
28299|high|88127|6|16|60|Female
28300|high|73352|5|18|0|Female
28301|high|88064|5|20|90|Female
28302|high|63902|7|20|40|Female
